IntCode,latitude,longitude,numacc,numones,meanspeed,maxdiffspeed,numroad,uniroad,ZipCode,StopSign,StopPerWay,TrafficLight,TrafficFlash,turnrestriction,noparking,vissigns,yielding,Complaints311,AccOverTime,STlist,STstr
7255,40.4597759573666,-79.9933664230102,0.0,0,23.33333333333333,35.0,3.0,2.0,['15212'],0,,0,,0,3,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAPPE LN', 'SPRING GARDEN AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAPPE LN SPRING GARDEN AVE
7256,40.38977494753791,-80.01859706330855,0.0,0,1.0,0.0,2.0,2.0,['15226'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LARIAT WAY', 'THISTLE WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LARIAT WAY THISTLE WAY
7257,40.461960772079344,-79.91967680168194,0.07692307692307693,0,12.5,25.0,4.0,2.0,['15206'],1,4.0,0,,0,1,0,0,1,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['LARIMER AVE', 'STATION ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LARIMER AVE STATION ST
7258,40.466196383785984,-79.91220593826651,0.3076923076923077,2,30.0,10.0,4.0,2.0,['15206'],1,2.0,0,,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","['LARIMER AVE', 'SHETLAND ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LARIMER AVE SHETLAND ST
7259,40.46596013795933,-79.91279874907562,0.0,1,31.66666666666667,10.0,3.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LARIMER AVE', 'MAXWELL WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LARIMER AVE MAXWELL WAY
7260,40.46527121885625,-79.91450768780336,1.0769230769230769,0,32.5,10.0,4.0,2.0,['15206'],1,1.0,0,,0,0,0,0,1,"[2, 2, 0, 1, 1, 1, 3, 0, 3, 0, 1, 0, 0, 0]","['LARIMER AVE', 'MEADOW ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LARIMER AVE MEADOW ST
7261,40.464323539429095,-79.91603032478021,0.07692307692307693,1,25.0,0.0,4.0,2.0,['15206'],1,1.5,0,,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LARIMER AVE', 'MAYFLOWER ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LARIMER AVE MAYFLOWER ST
7262,40.46739104148145,-79.90874072597576,0.0,0,35.0,0.0,2.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LARIMER AVE', 'WASHINGTON BLVD', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LARIMER AVE WASHINGTON BLVD
7263,40.45196432465977,-79.90488265789105,0.0,0,25.0,0.0,3.0,2.0,['15208'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LARK WAY', 'N MURTLAND ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LARK WAY N MURTLAND ST
7264,40.40855768976034,-80.0119488736688,0.0,0,25.0,0.0,3.0,2.0,['15226'],1,3.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAROSE ST', 'LINDA DR', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAROSE ST LINDA DR
7265,40.407944783725476,-80.01436020713365,0.0,0,25.0,0.0,3.0,2.0,['15226'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAROSE ST', 'SOUTHCREST DR', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAROSE ST SOUTHCREST DR
7266,40.47862312827254,-79.94926199090762,0.0,0,25.0,0.0,3.0,2.0,['15201'],1,3.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LARUE WAY', 'MCCANDLESS AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LARUE WAY MCCANDLESS AVE
7267,40.47810763001718,-79.95034279551807,0.0,0,25.0,0.0,3.0,2.0,['15201'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LARUE WAY', 'WICKLIFF ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LARUE WAY WICKLIFF ST
7268,40.46505060389664,-79.89003980125455,0.07692307692307693,0,25.0,0.0,3.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LATANA WAY', 'OBERLIN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LATANA WAY OBERLIN ST
7269,40.465997734113714,-79.89482707826241,0.0,0,25.0,0.0,2.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LATANA WAY', 'MINGO ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LATANA WAY MINGO ST
7270,40.46644779778891,-79.93196219482294,0.0,0,25.0,0.0,4.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAUB WAY', 'ROSETTA ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAUB WAY ROSETTA ST
7271,40.36704549088892,-79.91515399607098,0.0,0,25.0,0.0,3.0,2.0,['15207'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAUDER ST', 'MARGRAY ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAUDER ST MARGRAY ST
7272,40.365513919386466,-79.9137300116456,0.07692307692307693,0,25.0,0.0,2.0,2.0,['15207'],1,1.0,0,,0,0,0,0,1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAUDER ST', 'MCELHINNY AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAUDER ST MCELHINNY AVE
7273,40.40411047855328,-79.9784830651587,0.0,0,25.0,0.0,3.0,2.0,['15210'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAUGHLIN AVE', 'PARALLEL AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAUGHLIN AVE PARALLEL AVE
7274,40.40573811087216,-79.98143373841198,0.0,0,25.0,0.0,2.0,2.0,['15210'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAUGHLIN AVE', 'NORTHERN WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAUGHLIN AVE NORTHERN WAY
7275,40.404292905596726,-79.9870144820313,0.0,0,25.0,0.0,3.0,2.0,['15210'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAUGHLIN AVE', 'WINGATE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAUGHLIN AVE WINGATE ST
7276,40.42849225327161,-80.00356917642368,0.0,0,25.0,0.0,2.0,2.0,['15211'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAVA ST', 'NEFF ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAVA ST NEFF ST
7277,40.42873596890095,-80.00464476328048,0.07692307692307693,0,25.0,0.0,3.0,2.0,['15211'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['LAVA ST', 'E SYCAMORE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAVA ST E SYCAMORE ST
7278,40.4202258621148,-80.00727506634377,0.0,0,23.33333333333333,35.0,3.0,2.0,['15210'],0,,0,,0,1,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAVERNE ST', 'W WARRINGTON AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAVERNE ST W WARRINGTON AVE
7279,40.4800877536443,-80.0356423681147,0.07692307692307693,0,25.0,0.0,3.0,2.0,['15212'],1,3.0,0,,0,0,0,0,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAW ST', 'MCCLURE AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAW ST MCCLURE AVE
7280,40.480303728951675,-80.03447469360812,0.0,0,31.66666666666667,10.0,3.0,2.0,['15212'],1,3.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAW ST', 'SHADELAND AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAW ST SHADELAND AVE
7281,40.43344215542757,-79.96078484821112,0.15384615384615385,0,25.0,0.0,3.0,2.0,['15213'],1,1.0,0,,0,1,0,0,6,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['LAWN ST', 'NIAGARA ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAWN ST NIAGARA ST
7282,40.45574428089071,-79.88168912717533,0.15384615384615385,0,25.0,0.0,3.0,2.0,['15221'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['LAWNDALE ST', 'PERCHMENT ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAWNDALE ST PERCHMENT ST
7283,40.471649203801434,-79.95784431854105,0.0,0,25.0,0.0,4.0,2.0,['15201'],1,4.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAWRENCE ST', 'WERNEBERG WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAWRENCE ST WERNEBERG WAY
7284,40.44730524972876,-79.97666365111749,0.0,0,25.0,0.0,3.0,2.0,['15219'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAWSON ST', 'MIDTOWN SQ', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAWSON ST MIDTOWN SQ
7285,40.44629852845471,-79.97593405564602,0.15384615384615385,0,31.66666666666667,10.0,3.0,2.0,['15219'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['LAWSON ST', 'WYLIE AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAWSON ST WYLIE AVE
7286,40.44773312848002,-79.97697340049976,0.0,0,25.0,0.0,3.0,2.0,['15219'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAWSON ST', 'WEBSTER AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAWSON ST WEBSTER AVE
7287,40.47025577055799,-80.00595036154405,0.0,0,25.0,0.0,2.0,2.0,['15214'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAWTON AVE', 'LYZELL ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAWTON AVE LYZELL ST
7288,40.462568815148614,-79.90258821818192,0.0,0,25.0,0.0,3.0,2.0,['15208'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAXTON ST', 'TENNIS WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAXTON ST TENNIS WAY
7289,40.462913640288136,-79.90224422331681,0.0,0,25.0,0.0,3.0,2.0,['15208'],1,3.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAXTON ST', 'LYRIC ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAXTON ST LYRIC ST
7290,40.46328948785002,-79.90196682357265,0.0,0,25.0,0.0,4.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAXTON ST', 'ODESSA PL', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LAXTON ST ODESSA PL
7291,40.46368435996926,-79.90169991323438,0.07692307692307693,0,27.5,10.0,4.0,3.0,['15206'],1,2.0,0,,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LAXTON ST', 'LINCOLN AVE', 'UPLAND ST', 'None', 'None', 'None', 'None', 'None', 'None']",LAXTON ST LINCOLN AVE UPLAND ST
7292,40.431842971575115,-79.93053404530556,0.0,0,25.0,0.0,3.0,2.0,['15217'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEATH WAY', 'MURDOCH RD', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEATH WAY MURDOCH RD
7293,40.4267270907123,-80.01613134723395,0.0,0,25.0,0.0,3.0,2.0,['15211'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEATON WAY', 'RUBICON ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEATON WAY RUBICON ST
7294,40.379588667310244,-79.92551813111761,2.3076923076923075,2,35.0,0.0,3.0,2.0,['15207'],0,,1,0.0,1,0,0,1,5,"[0, 3, 1, 0, 1, 3, 3, 2, 3, 2, 3, 3, 3, 3]","['LEBANON RD', 'MIFFLIN RD', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEBANON RD MIFFLIN RD
7295,40.425189302301966,-79.90060351563315,0.0,0,25.0,0.0,3.0,3.0,['15218'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEBLANC ST', 'NEVADA ST', 'WINDERMERE DR', 'None', 'None', 'None', 'None', 'None', 'None']",LEBLANC ST NEVADA ST WINDERMERE DR
7296,40.47593085203128,-80.03259965803903,0.0,1,35.0,0.0,2.0,2.0,['15212'],0,,0,,0,2,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LECKY AVE', 'SHADELAND AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LECKY AVE SHADELAND AVE
7297,40.474628886547826,-80.03449726366767,0.0,2,31.66666666666667,10.0,3.0,2.0,['15212'],0,,0,,1,2,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LECKY AVE', 'MALDEN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LECKY AVE MALDEN ST
7298,40.42825682699785,-79.95301003011271,0.0,0,25.0,0.0,3.0,2.0,['15213'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEDGE WAY', 'GRIFFITHS ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEDGE WAY GRIFFITHS ST
7299,40.446760675216716,-79.98300734899497,0.0,1,25.0,0.0,3.0,2.0,['15219'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEDLIE ST', 'MONACA PL', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEDLIE ST MONACA PL
7300,40.4602510798556,-80.00338504852023,0.0,0,25.0,0.0,3.0,2.0,['15212'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEE ST', 'MYLER ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEE ST MYLER ST
7301,40.46042188281886,-80.00247584828024,0.0,0,25.0,0.0,3.0,2.0,['15212'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEE ST', 'WARREN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEE ST WARREN ST
7302,40.451118484881775,-79.86880026611534,0.07692307692307693,0,25.0,0.0,4.0,2.0,['15221'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['LEE WAY', 'SUNRISE AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEE WAY SUNRISE AVE
7303,40.404790480363886,-80.02758869321757,0.0,0,25.0,0.0,3.0,2.0,['15216'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEE WAY', 'PALM BEACH AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEE WAY PALM BEACH AVE
7304,40.45024609590181,-80.01527259598114,0.0,0,31.66666666666667,10.0,3.0,2.0,['15212'],0,,0,,0,1,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEGACY WAY', 'RIDGE AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEGACY WAY RIDGE AVE
7305,40.47144815221265,-80.00893947238022,0.2307692307692308,0,30.0,10.0,4.0,3.0,['15214'],1,4.0,0,,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]","['LEGION ST', 'LEGION WAY', 'PERRYSVILLE AVE', 'None', 'None', 'None', 'None', 'None', 'None']",LEGION ST LEGION WAY PERRYSVILLE AVE
7306,40.47072685250791,-80.01226539143269,0.0,0,25.0,0.0,3.0,2.0,['15214'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEGION WAY', 'LELAND ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEGION WAY LELAND ST
7307,40.470618925569696,-80.01283434910681,0.0,0,25.0,0.0,3.0,2.0,['15214'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEGION WAY', 'NORWOOD AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEGION WAY NORWOOD AVE
7308,40.42260616216772,-79.98498082665488,0.15384615384615385,0,25.0,0.0,4.0,2.0,['15203'],0,,0,,0,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['LEHRMAN WAY', 'SAINT MARTIN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEHRMAN WAY SAINT MARTIN ST
7309,40.47342376161103,-80.01287364703637,0.0,0,25.0,0.0,3.0,2.0,['15214'],1,3.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LELAND ST', 'MAYFIELD AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LELAND ST MAYFIELD AVE
7310,40.4217943712655,-80.01082519159469,0.0,0,25.0,0.0,4.0,2.0,['15211'],0,,0,,0,1,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LELIA ST', 'MINDORA ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LELIA ST MINDORA ST
7311,40.42181404014639,-80.00978481692108,0.0,0,25.0,0.0,3.0,2.0,['15211'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LELIA ST', 'NED WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LELIA ST NED WAY
7312,40.42159249005197,-80.00780940957586,0.0,0,25.0,0.0,3.0,2.0,['15211'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LELIA ST', 'OLDHAM ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LELIA ST OLDHAM ST
7313,40.42182555209418,-80.01214302368555,0.0,0,25.0,0.0,3.0,2.0,['15211'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LELIA ST', 'OAK WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LELIA ST OAK WAY
7314,40.421819788335746,-80.01257756819433,0.38461538461538464,0,25.0,0.0,4.0,2.0,['15211'],0,,0,,0,1,0,0,1,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","['LELIA ST', 'SOUTHERN AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LELIA ST SOUTHERN AVE
7315,40.468749031237614,-79.8960470931048,0.3076923076923077,0,32.5,10.0,4.0,2.0,['15206'],0,,1,0.0,0,0,0,0,1,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]","['LEMINGTON AVE', 'LINCOLN AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEMINGTON AVE LINCOLN AVE
7316,40.47274646011915,-79.8993599050504,0.0,0,31.66666666666667,10.0,3.0,2.0,['15206'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEMINGTON AVE', 'LUZZO CT', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEMINGTON AVE LUZZO CT
7317,40.4691224073792,-79.89634569978631,0.0,0,30.0,10.0,4.0,3.0,['15206'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEMINGTON AVE', 'MONTEZUMA ST', 'MONTEZUMA WAY', 'None', 'None', 'None', 'None', 'None', 'None']",LEMINGTON AVE MONTEZUMA ST MONTEZUMA WAY
7318,40.47007198404904,-79.89711026988253,0.2307692307692308,0,31.66666666666667,10.0,3.0,2.0,['15206'],1,3.0,0,,0,0,0,0,8,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","['LEMINGTON AVE', 'PAULSON AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEMINGTON AVE PAULSON AVE
7319,40.47140620565854,-79.89819452095375,0.15384615384615385,0,31.66666666666667,10.0,3.0,2.0,['15206'],1,3.0,0,,0,0,0,0,3,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEMINGTON AVE', 'WARDSONS ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEMINGTON AVE WARDSONS ST
7320,40.467140529010884,-79.89009354246244,0.0,0,25.0,0.0,3.0,2.0,['15206'],1,1.0,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEMINGTON AVE', 'OBERLIN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEMINGTON AVE OBERLIN ST
7321,40.466943633858044,-79.8937552484516,0.4615384615384616,0,25.0,0.0,3.0,2.0,['15206'],1,3.0,0,,0,0,0,0,0,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2]","['LEMINGTON AVE', 'WESTMORELAND AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEMINGTON AVE WESTMORELAND AVE
7322,40.46797806481986,-79.895459906642,0.0,0,25.0,0.0,3.0,2.0,['15206'],1,3.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEMINGTON AVE', 'TOGA WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEMINGTON AVE TOGA WAY
7323,40.422460506059934,-80.01319637231639,0.0,0,25.0,0.0,4.0,3.0,['15211'],1,2.0,0,,0,2,0,0,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LENA WAY', 'PENELOPE ST', 'SIMMS ST', 'None', 'None', 'None', 'None', 'None', 'None']",LENA WAY PENELOPE ST SIMMS ST
7324,40.41992483302312,-80.01371311866791,0.0,0,18.75,25.0,4.0,2.0,['15211'],0,,0,,0,1,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LENA WAY', 'SOFFEL ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LENA WAY SOFFEL ST
7325,40.418429964343,-80.01418930104377,0.07692307692307693,0,25.0,0.0,2.0,2.0,['15211'],0,,0,,0,2,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['LENA WAY', 'WEINMAN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LENA WAY WEINMAN ST
7326,40.46595110645725,-79.9159576724413,0.0,0,25.0,0.0,3.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LENORA ST', 'PACE WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LENORA ST PACE WAY
7327,40.46729481312423,-79.91293413157871,0.07692307692307693,3,25.0,0.0,3.0,2.0,['15206'],0,,0,,0,0,0,0,3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LENORA ST', 'SHETLAND ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LENORA ST SHETLAND ST
7328,40.466600001905185,-79.91429777813941,0.0,2,25.0,0.0,4.0,2.0,['15206'],0,,0,,0,1,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LENORA ST', 'VENUS WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LENORA ST VENUS WAY
7329,40.467484199011466,-79.91246114556729,0.0,2,25.0,0.0,3.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LENORA ST', 'ORANGE WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LENORA ST ORANGE WAY
7330,40.46613963693455,-79.91545771296653,0.3076923076923077,1,30.0,10.0,4.0,2.0,['15206'],1,3.0,0,,0,1,0,0,0,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","['LENORA ST', 'MEADOW ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LENORA ST MEADOW ST
7331,40.46833159693395,-79.91020443986964,0.0,1,25.0,0.0,3.0,2.0,['15206'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LENORA ST', 'ORPHAN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LENORA ST ORPHAN ST
7332,40.39983887751155,-79.98649244196234,0.0,0,25.0,0.0,2.0,2.0,['15210'],0,,0,,0,4,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['LEOLYN ST', 'SOUTH WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",LEOLYN ST SOUTH WAY
